Record_ID,HTS_Code,Product_Description,Company,Country_of_Origin,Country_Code,Material_Cost_USD,Tariff_Rate_Percent,Tariff_Amount_USD,MPF_USD,Other_Fees_USD,Landed_Cost_USD,Material_Composition,Primary_Material,Quantity,Unit_Price_USD,Total_Value_USD,Import_Date,Port_of_Entry,FTA_Applicable,Alternative_Country,Potential_Savings_Percent,Potential_Savings_USD,Risk_Level,Compliance_Status,Last_Updated
TR006228,9505.10.4000,Christmas articles,Accenture PLC,United Kingdom,GB,132.76,2.83,3.75,0.46,0.2,137.18,"68.5% Steel, 31.5% Polyester",Steel,2830,132.76,375718.71,2023-12-08,"Miami, FL",No,Philippines,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006229,3402.20.0000,Cleaning preparations put up for retail sale,Under Armour Inc.,United Kingdom,GB,88.11,1.19,1.05,0.31,2.27,91.74,"76.4% Plastic, 23.6% Nylon",Plastic,366,88.11,32249.24,2025-06-18,"Seattle, WA",KORUS,Vietnam,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006230,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Ford Motor Company,Taiwan,TW,147.72,10.85,16.03,0.51,2.47,166.73,"84.1% Plastic, 15.9% Polyester",Plastic,2426,147.72,358367.09,2025-01-19,"Seattle, WA",No,Malaysia,2.95,10574.89,Low,Compliant,2025-07-18 11:51:23
TR006231,4016.99.6000,Other articles of vulcanized rubber,Microsoft Corporation,Brazil,BR,114.51,14.32,16.4,0.4,2.07,133.37,"72.0% Polyester, 28.0% Rubber",Polyester,7553,114.51,864863.35,2025-04-16,"Los Angeles, CA",No,United Kingdom,11.52,99647.05,High,Compliant,2025-07-18 11:51:23
TR006232,6211.32.0040,"Track suits, ski suits and swimwear of cotton",Intel Corporation,Taiwan,TW,14.92,10.72,1.6,0.05,0.51,17.08,"99.3% Steel, 0.7% Aluminum",Steel,5180,14.92,77292.03,2024-01-29,"Charleston, SC",CPTPP,South Korea,4.02,3110.5,High,Compliant,2025-07-18 11:51:23
TR006233,7013.49.2000,Glassware for table or kitchen use,Mercedes-Benz Group,Canada,CA,77.07,0.0,0.0,0.27,0.83,78.17,"93.0% Polyester, 7.0% Silicone",Polyester,9415,77.07,725657.91,2024-05-01,"Miami, FL",Yes,Mexico,0.0,0.0,High,Under Review,2025-07-18 11:51:23
TR006234,3402.20.0000,Cleaning preparations put up for retail sale,Accenture PLC,South Korea,KR,125.52,9.35,11.74,0.43,1.42,139.11,"64.1% Rubber, 35.9% Leather",Rubber,4114,125.52,516398.02,2023-12-09,"Seattle, WA",KORUS,Philippines,1.15,5953.46,High,Compliant,2025-07-18 11:51:23
TR006235,7326.90.8588,Other articles of iron or steel,Nestle SA,Taiwan,TW,59.38,10.47,6.21,0.21,0.99,66.8,"96.0% Aluminum, 4.0% Silicone",Aluminum,564,59.38,33492.01,2023-08-05,"Los Angeles, CA",KORUS,Italy,6.37,2131.91,Medium,Under Review,2025-07-18 11:51:23
TR006236,9505.10.4000,Christmas articles,Ernst & Young,China,CN,11.32,16.41,1.86,0.04,2.02,15.24,"82.2% Nylon, 17.8% Plastic",Nylon,165,11.32,1868.14,2023-11-20,"Norfolk, VA",No,Canada,16.41,306.52,High,Under Review,2025-07-18 11:51:23
TR006237,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",PepsiCo Inc.,Italy,IT,62.06,6.04,3.75,0.21,1.47,67.49,"63.3% Aluminum, 36.7% Nylon",Aluminum,7073,62.06,438948.64,2024-11-01,"Norfolk, VA",CPTPP,Canada,6.04,26498.69,High,Compliant,2025-07-18 11:51:23
TR006238,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",BMW Group,India,IN,44.5,10.84,4.82,0.15,2.35,51.83,"70.0% Silicone, 30.0% Plastic",Silicone,143,44.5,6363.7,2025-03-30,"Houston, TX",No,South Korea,4.14,263.6,Medium,Compliant,2025-07-18 11:51:23
TR006239,9403.60.8081,Wooden furniture for bedrooms,Procter & Gamble,United Kingdom,GB,5.94,1.5,0.09,0.02,1.29,7.34,"68.6% Cotton, 31.4% Leather",Cotton,5983,5.94,35560.28,2023-07-26,"Seattle, WA",No,Mexico,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006240,6307.90.9889,"Other made up articles, including dress patterns",IBM Corporation,India,IN,44.76,12.78,5.72,0.16,1.25,51.88,"75.8% Aluminum, 24.2% Rubber",Aluminum,8401,44.76,376033.03,2024-04-04,"Miami, FL",No,Bangladesh,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006241,4015.19.0510,"Disposable gloves of vulcanized rubber, nitrile",Ford Motor Company,Mexico,MX,29.69,1.88,0.56,0.1,1.35,31.7,"77.9% Leather, 22.1% Polyester",Leather,7649,29.69,227132.12,2024-11-16,"Norfolk, VA",Yes,Vietnam,0.0,0.0,High,Under Review,2025-07-18 11:51:23
TR006242,3304.30.0000,Manicure or pedicure preparations,Nestle SA,Canada,CA,135.64,0.0,0.0,0.47,0.31,136.42,"93.9% Polyester, 6.1% Aluminum",Polyester,4419,135.64,599412.29,2024-12-16,"Seattle, WA",Yes,Taiwan,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR006243,7616.99.1000,Other articles of aluminum,Home Depot,Pakistan,PK,14.41,14.89,2.15,0.05,2.37,18.97,"89.7% Rubber, 10.3% Cotton",Rubber,6884,14.41,99208.55,2025-07-02,"Seattle, WA",CPTPP,India,2.09,2075.69,Medium,Under Review,2025-07-18 11:51:23
TR006244,6806.10.0000,"Slag wool, rock wool and similar mineral wools",Walmart Inc.,India,IN,62.24,12.08,7.52,0.22,1.86,71.83,"77.7% Leather, 22.3% Steel",Leather,1091,62.24,67904.28,2024-03-31,"Seattle, WA",CPTPP,Indonesia,1.48,1003.38,Low,Under Review,2025-07-18 11:51:23
TR006245,7117.11.0000,Cuff links and studs of base metal,Volkswagen AG,United Kingdom,GB,34.55,2.57,0.89,0.12,2.26,37.82,"80.9% Steel, 19.1% Cotton",Steel,611,34.55,21110.01,2024-04-14,"New York, NY",No,Indonesia,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR006246,8543.70.9860,Other electrical machines and apparatus,Oracle Corporation,Mexico,MX,63.67,1.13,0.72,0.22,0.26,64.88,"95.1% Cotton, 4.9% Polyester",Cotton,4801,63.67,305681.18,2025-07-11,"New York, NY",Yes,Canada,1.13,3465.1,Medium,Under Review,2025-07-18 11:51:23
TR006247,9506.62.4000,Inflatable balls,Home Depot,India,IN,101.4,12.64,12.81,0.35,1.3,115.86,"92.9% Steel, 7.1% Leather",Steel,7819,101.4,792813.04,2024-10-09,"Houston, TX",KORUS,Turkey,6.84,54194.65,Low,Compliant,2025-07-18 11:51:23
TR006248,8536.69.4000,Plugs and sockets for coaxial cables,Audi AG,Pakistan,PK,36.18,12.52,4.53,0.13,2.37,43.2,"72.2% Aluminum, 27.8% Glass",Aluminum,9529,36.18,344729.55,2025-01-28,"Charleston, SC",KORUS,United Kingdom,9.72,33518.37,Low,Under Review,2025-07-18 11:51:23
TR006249,3402.20.0000,Cleaning preparations put up for retail sale,KPMG,Vietnam,VN,94.07,9.22,8.67,0.33,2.38,105.44,"88.9% Nylon, 11.1% Rubber",Nylon,861,94.07,80992.94,2025-07-01,"Miami, FL",CPTPP,India,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006250,9615.11.1000,"Combs, hair-slides and the like of hard rubber",Accenture PLC,Indonesia,ID,74.97,8.49,6.36,0.26,0.9,82.49,"75.0% Plastic, 25.0% Glass",Plastic,7840,74.97,587739.16,2024-01-01,"New York, NY",CPTPP,Japan,3.59,21092.43,Medium,Non-Compliant,2025-07-18 11:51:23
TR006251,8517.12.0020,Telephones for cellular networks,General Motors,Germany,DE,9.9,2.48,0.25,0.03,2.0,12.18,"84.7% Rubber, 15.3% Steel",Rubber,9767,9.9,96666.52,2024-09-16,"Los Angeles, CA",KORUS,Vietnam,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006252,8414.51.0000,Ceiling fans,PepsiCo Inc.,Turkey,TR,22.33,5.66,1.26,0.08,1.22,24.89,"70.1% Steel, 29.9% Aluminum",Steel,2721,22.33,60757.96,2023-11-02,"Los Angeles, CA",No,China,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006253,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Hyundai Motor Company,China,CN,136.65,17.95,24.53,0.47,1.67,163.32,"79.0% Steel, 21.0% Leather",Steel,1532,136.65,209347.07,2025-06-26,"New York, NY",KORUS,Mexico,15.85,33177.55,High,Compliant,2025-07-18 11:51:23
TR006254,8543.70.9860,Other electrical machines and apparatus,Apple Inc.,Italy,IT,129.41,2.98,3.86,0.45,0.96,134.68,"82.7% Plastic, 17.3% Steel",Plastic,8591,129.41,1111781.0,2023-10-09,"Los Angeles, CA",No,United Kingdom,0.18,2016.28,High,Under Review,2025-07-18 11:51:23
TR006255,6302.60.0020,Toilet linen and kitchen linen of cotton,Macy's Inc.,Thailand,TH,127.81,6.28,8.03,0.44,1.48,137.77,"72.5% Nylon, 27.5% Rubber",Nylon,3552,127.81,453983.53,2025-07-15,"Charleston, SC",CPTPP,Indonesia,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:23
TR006256,9018.32.0000,Tubular metal needles,Best Buy Co.,Vietnam,VN,87.2,8.31,7.25,0.3,1.79,96.54,"76.4% Steel, 23.6% Plastic",Steel,6664,87.2,581068.6,2024-05-02,"Miami, FL",No,Pakistan,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006257,3304.30.0000,Manicure or pedicure preparations,Under Armour Inc.,Germany,DE,33.02,1.2,0.4,0.11,0.85,34.38,"83.5% Plastic, 16.5% Leather",Plastic,2624,33.02,86651.56,2025-01-26,"Seattle, WA",No,South Korea,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006258,3304.30.0000,Manicure or pedicure preparations,Porsche AG,Japan,JP,90.48,5.68,5.14,0.31,1.37,97.31,"98.9% Plastic, 1.1% Cotton",Plastic,7917,90.48,716336.61,2024-08-20,"Seattle, WA",No,Canada,5.68,40723.3,Medium,Compliant,2025-07-18 11:51:23
TR006259,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Levi Strauss & Co.,Philippines,PH,84.51,11.88,10.04,0.29,1.99,96.84,"69.8% Aluminum, 30.2% Polyester",Aluminum,4274,84.51,361209.8,2023-10-03,"Seattle, WA",KORUS,Canada,11.88,42916.18,Medium,Compliant,2025-07-18 11:51:23
TR006260,6403.91.6030,Footwear with outer soles of rubber,Apple Inc.,Brazil,BR,138.04,11.01,15.2,0.48,0.28,153.99,"98.3% Cotton, 1.7% Nylon",Cotton,6721,138.04,927740.48,2025-01-23,"Los Angeles, CA",KORUS,Japan,6.11,56690.59,High,Under Review,2025-07-18 11:51:23
TR006261,9401.80.4016,Seats with wooden frames,Nissan Motor Co.,Germany,DE,23.15,0.0,0.0,0.08,0.33,23.56,"86.1% Steel, 13.9% Cotton",Steel,7421,23.15,171800.25,2024-10-29,"Seattle, WA",No,Indonesia,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006262,7326.90.8588,Other articles of iron or steel,Porsche AG,Turkey,TR,106.77,7.7,8.22,0.37,0.12,115.49,"61.4% Steel, 38.6% Polyester",Steel,606,106.77,64702.05,2024-07-29,"New York, NY",KORUS,Mexico,5.6,3625.6,High,Compliant,2025-07-18 11:51:23
TR006263,7117.11.0000,Cuff links and studs of base metal,Hyundai Motor Company,Pakistan,PK,40.35,10.96,4.42,0.14,0.22,45.14,"63.5% Leather, 36.5% Steel",Leather,6538,40.35,263839.8,2024-02-28,"Los Angeles, CA",No,Turkey,5.16,13622.62,Medium,Compliant,2025-07-18 11:51:23
TR006264,7117.11.0000,Cuff links and studs of base metal,Amazon.com Inc.,Vietnam,VN,146.73,6.45,9.47,0.51,1.5,158.21,"67.7% Cotton, 32.3% Nylon",Cotton,4022,146.73,590162.88,2023-11-04,"Long Beach, CA",No,Malaysia,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006265,8528.72.6400,Reception apparatus for television,Deloitte & Touche,Pakistan,PK,45.29,13.35,6.05,0.16,2.15,53.65,"80.2% Nylon, 19.8% Plastic",Nylon,1889,45.29,85550.28,2023-08-21,"Seattle, WA",KORUS,Philippines,5.15,4409.93,Medium,Non-Compliant,2025-07-18 11:51:23
TR006266,6505.00.6045,"Hats and other headgear, knitted or crocheted",Walmart Inc.,South Korea,KR,16.02,6.14,0.98,0.06,1.36,18.41,"87.5% Rubber, 12.5% Leather",Rubber,9500,16.02,152153.79,2024-07-07,"Norfolk, VA",No,United Kingdom,3.34,5082.89,Medium,Compliant,2025-07-18 11:51:23
TR006267,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Intel Corporation,Indonesia,ID,120.81,10.24,12.37,0.42,1.83,135.44,"84.8% Glass, 15.2% Nylon",Glass,4856,120.81,586672.12,2024-03-03,"Seattle, WA",CPTPP,Turkey,4.44,26041.33,Medium,Compliant,2025-07-18 11:51:23
TR006268,9401.80.4016,Seats with wooden frames,HP Inc.,United Kingdom,GB,98.14,4.87,4.78,0.34,2.02,105.28,"95.8% Silicone, 4.2% Aluminum",Silicone,5068,98.14,497375.16,2023-11-07,"Charleston, SC",KORUS,Taiwan,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR006269,4421.99.9780,Other articles of wood,Apple Inc.,Brazil,BR,28.47,16.8,4.78,0.1,1.41,34.77,"85.4% Aluminum, 14.6% Silicone",Aluminum,6938,28.47,197523.95,2024-09-09,"Charleston, SC",No,China,1.6,3155.53,Low,Compliant,2025-07-18 11:51:23
TR006270,8517.12.0020,Telephones for cellular networks,General Motors,Mexico,MX,125.94,2.78,3.51,0.44,1.62,131.51,"66.8% Plastic, 33.2% Steel",Plastic,7906,125.94,995698.93,2024-02-06,"Norfolk, VA",Yes,Turkey,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006271,4202.12.8020,"Trunks, suitcases and vanity cases with outer surface of plastics",BMW Group,Mexico,MX,14.45,0.98,0.14,0.05,0.85,15.49,"90.8% Steel, 9.2% Aluminum",Steel,6904,14.45,99780.43,2024-07-14,"Charleston, SC",Yes,Pakistan,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006272,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Accenture PLC,Germany,DE,133.5,4.31,5.75,0.46,0.36,140.08,"88.6% Steel, 11.4% Glass",Steel,7364,133.5,983094.44,2024-02-17,"Charleston, SC",KORUS,Brazil,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006273,3402.20.0000,Cleaning preparations put up for retail sale,Samsung Electronics,Thailand,TH,9.61,12.83,1.23,0.03,0.42,11.29,"98.0% Aluminum, 2.0% Rubber",Aluminum,2082,9.61,20004.59,2024-05-10,"Houston, TX",No,Vietnam,4.33,865.69,High,Compliant,2025-07-18 11:51:23
TR006274,7323.93.0060,"Table, kitchen or other household articles of stainless steel",Walmart Inc.,Malaysia,MY,30.36,8.11,2.46,0.11,0.12,33.04,"90.3% Aluminum, 9.7% Rubber",Aluminum,7080,30.36,214929.35,2023-08-05,"Seattle, WA",No,United Kingdom,5.31,11421.69,Low,Compliant,2025-07-18 11:51:23
TR006275,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Deloitte & Touche,Brazil,BR,90.75,15.15,13.74,0.31,2.48,107.29,"81.9% Cotton, 18.1% Nylon",Cotton,6091,90.75,552785.51,2025-05-16,"Long Beach, CA",No,United Kingdom,12.35,68242.03,Low,Compliant,2025-07-18 11:51:23
TR006276,6211.32.0040,"Track suits, ski suits and swimwear of cotton",Stanley Black & Decker,Bangladesh,BD,25.4,13.08,3.32,0.09,0.78,29.59,"76.1% Leather, 23.9% Polyester",Leather,8519,25.4,216374.02,2023-07-25,"Los Angeles, CA",No,Vietnam,4.58,9910.8,Low,Compliant,2025-07-18 11:51:23
TR006277,9401.80.4016,Seats with wooden frames,Under Armour Inc.,South Korea,KR,104.85,8.1,8.49,0.36,2.23,115.93,"68.0% Polyester, 32.0% Plastic",Polyester,5704,104.85,598058.85,2023-12-31,"Seattle, WA",No,India,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006278,4421.99.9780,Other articles of wood,Amazon.com Inc.,Canada,CA,120.0,0.0,0.0,0.42,0.87,121.29,"80.5% Silicone, 19.5% Plastic",Silicone,9801,120.0,1176146.98,2024-06-12,"Charleston, SC",Yes,Thailand,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006279,3304.30.0000,Manicure or pedicure preparations,Macy's Inc.,India,IN,30.9,13.67,4.22,0.11,2.25,37.48,"72.7% Steel, 27.3% Rubber",Steel,5108,30.9,157819.49,2024-06-12,"Miami, FL",No,South Korea,6.97,11001.83,Medium,Compliant,2025-07-18 11:51:23
TR006280,7326.90.8588,Other articles of iron or steel,Levi Strauss & Co.,Philippines,PH,70.68,6.69,4.73,0.24,0.72,76.37,"66.4% Steel, 33.6% Leather",Steel,6157,70.68,435152.51,2024-04-08,"Norfolk, VA",No,Pakistan,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006281,9505.10.4000,Christmas articles,Oracle Corporation,Bangladesh,BD,132.06,16.2,21.39,0.46,0.39,154.3,"80.9% Polyester, 19.1% Nylon",Polyester,4162,132.06,549647.43,2025-06-28,"Norfolk, VA",CPTPP,Japan,11.3,62097.74,High,Compliant,2025-07-18 11:51:23
TR006282,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Mercedes-Benz Group,Mexico,MX,67.52,4.45,3.0,0.23,0.14,70.9,"62.4% Polyester, 37.6% Leather",Polyester,1677,67.52,113236.01,2025-01-26,"New York, NY",Yes,Malaysia,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR006283,9615.11.1000,"Combs, hair-slides and the like of hard rubber",Gap Inc.,Philippines,PH,36.43,8.93,3.25,0.13,2.01,41.82,"68.0% Rubber, 32.0% Steel",Rubber,1335,36.43,48637.25,2024-12-21,"Miami, FL",No,Pakistan,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006284,4421.99.9780,Other articles of wood,Levi Strauss & Co.,Canada,CA,149.26,0.0,0.0,0.52,0.44,150.22,"94.5% Cotton, 5.5% Steel",Cotton,2503,149.26,373606.4,2023-07-30,"Miami, FL",Yes,Japan,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006285,9403.60.8081,Wooden furniture for bedrooms,Target Corporation,Vietnam,VN,3.9,8.99,0.35,0.01,2.43,6.69,"98.6% Aluminum, 1.4% Silicone",Aluminum,2567,3.9,10000.41,2025-04-10,"Norfolk, VA",No,Taiwan,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR006286,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",PepsiCo Inc.,Pakistan,PK,121.2,14.75,17.88,0.42,2.33,141.83,"82.3% Steel, 17.7% Leather",Steel,3557,121.2,431104.46,2024-02-10,"Long Beach, CA",CPTPP,Japan,9.85,42481.73,High,Under Review,2025-07-18 11:51:23
TR006287,7117.11.0000,Cuff links and studs of base metal,Gap Inc.,South Korea,KR,56.92,6.53,3.72,0.2,0.12,60.95,"76.6% Leather, 23.4% Cotton",Leather,172,56.92,9789.39,2025-02-17,"Charleston, SC",No,Germany,3.33,326.02,Medium,Compliant,2025-07-18 11:51:23
TR006288,6806.10.0000,"Slag wool, rock wool and similar mineral wools",Ernst & Young,Japan,JP,43.37,4.83,2.09,0.15,2.47,48.09,"70.0% Plastic, 30.0% Cotton",Plastic,2106,43.37,91347.74,2025-05-28,"Miami, FL",KORUS,Mexico,2.73,2493.06,High,Compliant,2025-07-18 11:51:23
TR006289,4015.19.0510,"Disposable gloves of vulcanized rubber, nitrile",Oracle Corporation,Italy,IT,45.06,2.93,1.32,0.16,1.65,48.18,"64.0% Silicone, 36.0% Leather",Silicone,3192,45.06,143820.38,2024-12-11,"Miami, FL",KORUS,Canada,2.93,4216.61,High,Non-Compliant,2025-07-18 11:51:23
TR006290,8528.72.6400,Reception apparatus for television,Toyota Motor Corporation,United Kingdom,GB,11.48,4.35,0.5,0.04,2.09,14.11,"66.7% Polyester, 33.3% Rubber",Polyester,1773,11.48,20345.37,2025-07-12,"Houston, TX",KORUS,Germany,1.15,234.32,Medium,Under Review,2025-07-18 11:51:23
TR006291,7326.90.8588,Other articles of iron or steel,KPMG,South Korea,KR,40.47,6.03,2.44,0.14,0.92,43.97,"60.7% Plastic, 39.3% Polyester",Plastic,6102,40.47,246945.53,2024-05-20,"Los Angeles, CA",No,Thailand,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006292,8305.20.0000,Staples in strips,Coca-Cola Company,Bangladesh,BD,51.27,8.98,4.61,0.18,0.9,56.95,"95.8% Polyester, 4.2% Silicone",Polyester,8035,51.27,411963.76,2024-12-02,"Miami, FL",No,Italy,4.88,20114.14,Low,Compliant,2025-07-18 11:51:23
TR006293,8528.72.6400,Reception apparatus for television,Nike Inc.,Taiwan,TW,115.19,9.86,11.36,0.4,2.27,129.22,"83.8% Rubber, 16.2% Silicone",Rubber,8090,115.19,931888.96,2024-07-15,"Long Beach, CA",KORUS,Canada,9.86,91871.9,High,Under Review,2025-07-18 11:51:23
TR006294,4421.99.9780,Other articles of wood,Ferrari N.V.,Brazil,BR,14.49,12.86,1.86,0.05,0.37,16.77,"71.9% Silicone, 28.1% Leather",Silicone,5216,14.49,75564.45,2023-07-29,"Seattle, WA",KORUS,Indonesia,2.26,1708.29,Low,Compliant,2025-07-18 11:51:23
TR006295,9403.60.8081,Wooden furniture for bedrooms,Apple Inc.,Turkey,TR,139.29,4.39,6.12,0.48,1.74,147.63,"65.1% Rubber, 34.9% Polyester",Rubber,4710,139.29,656054.08,2024-10-18,"Miami, FL",No,Mexico,2.29,15047.17,Medium,Non-Compliant,2025-07-18 11:51:23
TR006296,3304.30.0000,Manicure or pedicure preparations,Volkswagen AG,Germany,DE,26.17,2.83,0.74,0.09,2.47,29.47,"67.1% Plastic, 32.9% Nylon",Plastic,2240,26.17,58626.7,2024-12-15,"Seattle, WA",No,Taiwan,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006297,7323.93.0060,"Table, kitchen or other household articles of stainless steel",Walmart Inc.,Pakistan,PK,116.15,16.06,18.65,0.4,1.71,136.91,"75.4% Nylon, 24.6% Silicone",Nylon,3689,116.15,428467.85,2023-08-28,"Los Angeles, CA",No,Vietnam,7.56,32387.16,High,Compliant,2025-07-18 11:51:23
TR006298,3923.30.0080,"Carboys, bottles, flasks and similar articles",Nike Inc.,Bangladesh,BD,123.13,13.5,16.62,0.43,2.49,142.68,"67.9% Glass, 32.1% Leather",Glass,3366,123.13,414468.52,2023-08-11,"Seattle, WA",KORUS,Brazil,0.0,0.0,High,Under Review,2025-07-18 11:51:23
TR006299,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Nestle SA,Taiwan,TW,72.75,9.45,6.88,0.25,2.32,82.19,"66.9% Aluminum, 33.1% Glass",Aluminum,5056,72.75,367801.14,2024-05-15,"Charleston, SC",No,South Korea,2.75,10118.23,Low,Compliant,2025-07-18 11:51:23
TR006300,3304.30.0000,Manicure or pedicure preparations,Macy's Inc.,Japan,JP,5.86,3.95,0.23,0.02,0.86,6.98,"68.7% Steel, 31.3% Leather",Steel,8319,5.86,48777.6,2025-02-16,"New York, NY",No,Pakistan,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR006301,7117.11.0000,Cuff links and studs of base metal,General Motors,Vietnam,VN,45.88,9.07,4.16,0.16,1.04,51.23,"92.6% Leather, 7.4% Rubber",Leather,2257,45.88,103548.14,2025-06-29,"Los Angeles, CA",KORUS,France,5.57,5764.16,Low,Non-Compliant,2025-07-18 11:51:23
TR006302,6204.63.3510,Women's or girls' trousers of cotton,Coca-Cola Company,Indonesia,ID,61.14,12.06,7.37,0.21,0.89,69.62,"94.9% Cotton, 5.1% Rubber",Cotton,9639,61.14,589358.32,2025-05-30,"New York, NY",No,India,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006303,4016.99.6000,Other articles of vulcanized rubber,McKesson Corporation,Vietnam,VN,87.11,6.54,5.7,0.3,1.33,94.44,"70.3% Silicone, 29.7% Aluminum",Silicone,252,87.11,21952.87,2024-10-19,"New York, NY",No,Philippines,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006304,9507.30.2000,Fishing reels,Adidas AG,South Korea,KR,91.74,5.31,4.88,0.32,0.16,97.09,"88.3% Glass, 11.7% Leather",Glass,5422,91.74,497389.17,2024-11-19,"Miami, FL",No,Mexico,3.21,15989.27,Low,Compliant,2025-07-18 11:51:23
TR006305,4421.99.9780,Other articles of wood,Coca-Cola Company,Philippines,PH,34.11,9.15,3.12,0.12,0.69,38.04,"91.5% Nylon, 8.5% Rubber",Nylon,3490,34.11,119034.22,2024-12-03,"Houston, TX",No,Canada,9.15,10890.9,High,Compliant,2025-07-18 11:51:23
TR006306,6307.90.9889,"Other made up articles, including dress patterns",McKesson Corporation,Bangladesh,BD,82.33,13.0,10.7,0.29,1.87,95.18,"99.0% Plastic, 1.0% Nylon",Plastic,776,82.33,63884.6,2024-08-15,"Houston, TX",No,Indonesia,2.4,1531.12,Low,Non-Compliant,2025-07-18 11:51:23
TR006307,9403.60.8081,Wooden furniture for bedrooms,Amazon.com Inc.,Germany,DE,71.76,5.16,3.7,0.25,1.87,77.58,"71.2% Steel, 28.8% Aluminum",Steel,2331,71.76,167277.78,2025-05-30,"Seattle, WA",No,Canada,5.16,8626.36,High,Under Review,2025-07-18 11:51:23
TR006308,7013.37.2000,Drinking glasses of lead crystal,Porsche AG,Bangladesh,BD,99.09,15.59,15.45,0.34,0.98,115.86,"80.4% Rubber, 19.6% Silicone",Rubber,2360,99.09,233841.19,2025-06-27,"Miami, FL",KORUS,South Korea,8.89,20797.13,Low,Non-Compliant,2025-07-18 11:51:23
TR006309,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",Macy's Inc.,France,FR,27.01,5.11,1.38,0.09,0.53,29.01,"94.3% Silicone, 5.7% Polyester",Silicone,1880,27.01,50774.89,2024-12-20,"Long Beach, CA",No,Turkey,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006310,3304.30.0000,Manicure or pedicure preparations,KPMG,South Korea,KR,62.57,6.1,3.82,0.22,0.76,67.36,"81.2% Silicone, 18.8% Cotton",Silicone,4617,62.57,288896.92,2024-09-25,"Norfolk, VA",No,Taiwan,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR006311,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",KPMG,Germany,DE,15.93,1.83,0.29,0.06,0.55,16.82,"96.7% Glass, 3.3% Cotton",Glass,2448,15.93,38985.25,2025-07-11,"Miami, FL",No,Pakistan,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006312,4819.40.0040,"Other sacks and bags, including cones, of paper",PepsiCo Inc.,Mexico,MX,45.34,3.62,1.64,0.16,1.91,49.05,"64.1% Polyester, 35.9% Silicone",Polyester,5181,45.34,234922.66,2024-05-05,"Charleston, SC",Yes,Indonesia,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR006313,6109.10.0040,"T-shirts, singlets and other vests, of cotton",IKEA,Thailand,TH,94.05,5.77,5.42,0.33,2.29,102.08,"60.2% Aluminum, 39.8% Plastic",Aluminum,8275,94.05,778259.2,2024-09-17,"Norfolk, VA",KORUS,United Kingdom,2.97,23089.95,Low,Non-Compliant,2025-07-18 11:51:23
